Via,UUID,KiCad X mm,KiCad Y mm,Gerber/CPL X mm,Gerber/CPL Y mm,Drill mm,Diameter mm,Net,SMD pad drill overlap
V0577,78f0c1dc-c70d-4751-8d4e-77067931df07,50.25,23.15,50.25,-23.15,0.2,0.45,RGB_DIN,
V0578,fc20c7e4-c92a-4df2-a218-dbf07477aefa,50.4,52.9,50.4,-52.9,0.3,0.6,GND,
V0579,a1df0a42-4483-4d5e-85fa-f7f006161c77,50.45,41.4,50.45,-41.4,0.2,0.45,GND,
V0580,e098ea78-24ea-4209-a92d-678ee6befe15,50.45,43.3,50.45,-43.3,0.2,0.45,HALL_M,
V0581,ddb34a90-ab3c-4137-81df-a6d70855b8c1,50.45,71.05,50.45,-71.05,0.2,0.45,GND,
V0582,397fb94f-e97d-470b-a527-4a8fa62c8bba,50.45,76.4,50.45,-76.4,0.2,0.45,GND,
V0583,16ca9f41-1573-46a1-bf14-f8275d4987f3,50.5,46.0,50.5,-46.0,0.2,0.45,GND,U10.17@F.Cu
V0584,fe976861-3cda-46cd-9abc-19d213659d1a,50.5,62.0428,50.5,-62.0428,0.2,0.45,GND,
V0585,a382ad22-2149-4476-957a-07cac65513d9,50.55,74.8,50.55,-74.8,0.2,0.45,OPT_1V9,
V0586,a58e9c8b-ab45-4f5c-971e-f553dd8015d9,50.55,75.45,50.55,-75.45,0.2,0.45,OPT_3V3,
V0587,611983e0-c1fb-4e60-ad07-5e01e4fd9623,50.55,78.55,50.55,-78.55,0.2,0.45,OPT_VDDPIX,
V0588,f5552f9a-1929-444e-a3b1-0b69497350c7,50.75,48.1075,50.75,-48.1075,0.2,0.45,+3V3,
V0589,72bdb860-1d9d-4296-8279-e4e01fb8389f,50.75,83.6,50.75,-83.6,0.2,0.45,GND,
V0590,d70ca43b-618f-46c1-ae22-f91b224d3d12,50.85,70.4,50.85,-70.4,0.2,0.45,OPT_CTRL,
V0591,67d4f01d-3516-4515-be6d-8c3ba5f67b90,50.9,21.35,50.9,-21.35,0.2,0.45,RGB_5V,
V0592,24c6ea65-7605-47fa-bf86-748b06bc6f32,50.95,64.15,50.95,-64.15,0.2,0.45,ENC_MISO_LOCAL,
V0593,606db7a4-eb5d-40e4-a5bf-c4a93c96e7b4,50.95,92.7,50.95,-92.7,0.2,0.45,BTN_R_CMD1,
V0594,74a1c483-5ba6-48a5-ae54-a0394162a411,51.0,64.849999,51.0,-64.849999,0.2,0.45,DRV_MISO_LOCAL,
V0595,531b5bdd-5e51-4895-8c08-46630749fe1d,51.0,92.0,51.0,-92.0,0.3,0.6,+3V3,
V0596,58141567-67c1-4a7a-b939-eb61ff193edc,51.05,66.75,51.05,-66.75,0.2,0.45,OPT_RESET_N,
V0597,44d4a558-fd90-4309-8da0-dfe87a420306,51.05,73.0,51.05,-73.0,0.2,0.45,MOTOR_SPI_MOSI,
V0598,ea0a03b3-f47c-4adb-bfb0-dbc76d6ca4e2,51.05,86.9,51.05,-86.9,0.2,0.45,OPT_CTRL,
V0599,ec8f9ee4-2e9f-4d61-a24a-650d6bf1a466,51.1,54.1375,51.1,-54.1375,0.2,0.45,DRV_FAULT_LOCAL_N,U25.12@F.Cu
V0600,8bec1656-c4fa-4373-bf4c-f4bfb9bc0f99,51.1,59.85,51.1,-59.85,0.2,0.45,SPI_MISO,U25.3@F.Cu
V0601,1452b40f-6f1e-42b3-a977-f6aa4843e109,51.2,98.85,51.2,-98.85,0.3,0.6,SENS_REQ,
V0602,24d98f7a-0a39-47e2-9a40-7c65c4c4b7a6,51.3,44.6,51.3,-44.6,0.2,0.45,SPI_SCLK,U10.13@F.Cu
V0603,5157365d-84b6-4dbd-927d-945d82d0fe5f,51.3,96.65,51.3,-96.65,0.2,0.45,ACT_HEARTBEAT,
V0604,cb8c7bba-0cb9-4562-9ee5-686347398e8c,51.5,52.25,51.5,-52.25,0.2,0.45,ADC_CS,
V0605,e8cbeb85-814c-48c4-998f-ddd6df84dc0b,51.55,78.1,51.55,-78.1,0.2,0.45,OPT_CTRL,
V0606,1dc06d18-51dc-4364-946b-1eb8c2da8fd2,51.6,28.5,51.6,-28.5,0.3,0.6,GND,
V0607,cfc576c7-8080-42f7-b499-3b9e1ff8c15d,51.6,88.55,51.6,-88.55,0.2,0.45,IMU_PIN9,
V0608,ee35b7f6-29da-4deb-8127-e2637580135b,51.7,69.05,51.7,-69.05,0.2,0.45,CS_DRV8316,
V0609,1d692bb8-f433-4f2a-82e5-c40596d1c1ee,51.7,87.95,51.7,-87.95,0.2,0.45,MOTOR_SPI_MOSI,
V0610,f242f235-12e9-4a1c-bd36-3a44a2637920,51.75,59.85,51.75,-59.85,0.2,0.45,CS_MA735,U25.4@F.Cu
V0611,2f99b653-7143-457b-bd67-3abbdc6d5ad4,51.75,94.65,51.75,-94.65,0.2,0.45,ACT_DRIVE_EN,R49.1@F.Cu
V0612,6d727dc5-a03d-4591-a162-69c32d1ef3bd,51.8,53.9,51.8,-53.9,0.2,0.45,DRV_FAULT_N,U25.11@F.Cu
V0613,2ecda26d-e367-404d-a782-4c5f4d5b1919,51.95,45.2,51.95,-45.2,0.2,0.45,SPI_MISO,U10.12@F.Cu
V0614,db9b2d37-85d1-4813-8f6d-08c42bab8d8d,52.0,23.6,52.0,-23.6,0.3,0.6,+3V3,
V0615,51d30e8c-18b1-4c2f-a3ac-8bf65381857a,52.0,79.0,52.0,-79.0,0.2,0.45,OPT_VDDPIX,TP42.1@B.Cu
V0616,5a70d04f-fafa-47ce-b722-7dcc007cd27b,52.0,83.1,52.0,-83.1,0.2,0.45,MOTOR_SPI_MOSI,
V0617,5d668297-10d0-4224-9258-f3b005bdf0aa,52.2,48.8,52.2,-48.8,0.2,0.45,+3V3,
V0618,e2be0655-458e-4720-abfc-c5d4f9e2e814,52.3,68.85,52.3,-68.85,0.2,0.45,SPI_MOSI,
V0619,c3caf90d-d286-4df7-aef8-1dcb1b29dc06,52.3072,48.15,52.3072,-48.15,0.2,0.45,GND,
V0620,9e35b646-a5b9-4d57-abdd-29df07ade9a8,52.35,76.1,52.35,-76.1,0.2,0.45,SPI_MOSI,
V0621,d6caccb8-8795-4ca6-b8c6-0bc3afcbd789,52.4,59.8625,52.4,-59.8625,0.2,0.45,ENC_MISO_LOCAL,U25.5@F.Cu
V0622,a6c84d02-2571-4e87-9f24-233cef469391,52.4,100.75,52.4,-100.75,0.3,0.6,GND,
V0623,35004dd7-e50f-4bf9-ab9d-6d2385dfae87,52.6,84.0,52.6,-84.0,0.2,0.45,GND,TP9.1@B.Cu
V0624,8ddb2551-6c1f-481b-aec6-df0a50dbb8a1,52.6075,45.75,52.6075,-45.75,0.2,0.45,ADC_CS,
V0625,d1e39c58-8ff9-4541-b189-366562f73074,52.7575,46.45,52.7575,-46.45,0.2,0.45,+3V3,
V0626,fd5f7c96-08ea-44a0-9d07-fb657d3c6f4d,52.85,92.7,52.85,-92.7,0.2,0.45,BOOT_SAFE_SPARE,
V0627,678b9816-c86a-4292-ad42-b7e19b01a602,52.9,57.3,52.9,-57.3,0.2,0.45,CS_ADC2,
V0628,068654d9-8352-45d0-8d01-3af69d3b9d85,52.9,58.1,52.9,-58.1,0.2,0.45,GND,
V0629,14055b7f-07e7-4016-bec2-7bae2e46494a,52.95,29.7,52.95,-29.7,0.2,0.45,VBUS_USB,
V0630,05972d86-6a5e-4809-9f36-2b22f71d47a2,53.0,18.5,53.0,-18.5,0.3,0.6,GND,
V0631,9df9b0ae-626d-416c-aaf3-28e2b6034cbe,53.0,23.5,53.0,-23.5,0.3,0.6,GND,
V0632,5ffa9f8c-cc3e-4a19-bb87-4f3dccecf19c,53.0,39.35,53.0,-39.35,0.3,0.6,GND,
V0633,e969e876-557b-4aa1-8faa-7dd8b5095ec5,53.0,47.75,53.0,-47.75,0.2,0.45,SPI_MOSI,
V0634,b7cff8c2-04f9-4d8e-a8ae-cc0f6a4b07e0,53.0,96.5,53.0,-96.5,0.3,0.6,+3V3,
V0635,89850992-2905-459c-a6e7-01aa7c1c2ad2,53.0,98.75,53.0,-98.75,0.2,0.45,+3V3,
V0636,3766163a-bb0d-43c2-919f-7c077f5c1e34,53.05,59.4625,53.05,-59.4625,0.2,0.45,SPI_MISO,U25.6@F.Cu
V0637,f3ca51b1-ca57-42ed-bb37-f72415a4496d,53.1,93.3,53.1,-93.3,0.2,0.45,ACT_DRIVE_EN,
V0638,fa829253-f400-4e8e-aa03-880f78494074,53.1824,52.2181,53.1824,-52.2181,0.2,0.45,GND,
V0639,47eade84-650e-48b1-972c-83b764ea1640,53.3607,69.9107,53.3607,-69.9107,0.2,0.45,GND,
V0640,729b6946-c418-4670-9eeb-1047b9352446,53.4,97.05,53.4,-97.05,0.2,0.45,BTN_R_IN2,
V0641,004006e9-b25a-45aa-bc09-a9fcebf326e6,53.45,28.15,53.45,-28.15,0.2,0.45,RGB_5V,
V0642,5bd868e2-e227-4fac-b8b5-a100082bdf90,53.5,83.75,53.5,-83.75,0.2,0.45,CC_OUT1,
V0643,3a0bba13-296d-4b37-a6fd-b9351313d474,53.65,37.0,53.65,-37.0,0.3,0.6,+3V3,
V0644,39aa45fb-aa79-43b2-8f07-c8793ba3ea58,53.65,61.4,53.65,-61.4,0.2,0.45,OPT_RESET_N,
V0645,4fae6d81-4f05-4125-883d-4063b84c12ac,53.7,20.2,53.7,-20.2,0.3,0.6,GND,
V0646,f3f01933-fb81-4815-a688-087aa0112367,53.7,54.15,53.7,-54.15,0.2,0.45,MOTOR_SPI_MISO,U25.8@F.Cu
V0647,eeb727d4-edeb-4613-b5ef-2ca5f63ab6ba,53.75,46.25,53.75,-46.25,0.2,0.45,+3V3,C20.1@F.Cu
V0648,485153ec-8fc8-46b8-ac4e-b25aa05ad1c0,53.75,56.55,53.75,-56.55,0.3,0.6,DRV_FAULT_LOCAL_N,
V0649,bec372ab-40ab-46c0-bc68-62a2b484b517,53.75,57.25,53.75,-57.25,0.2,0.45,ADC2_MISO_LOCAL,
V0650,9037c027-dc51-4cff-bbf6-0a26ee0bb0d3,53.9,66.95,53.9,-66.95,0.2,0.45,SPI_MOSI,
V0651,6b03be3f-69a7-4d22-800b-adb5b1659b1c,54.0,44.35,54.0,-44.35,0.2,0.45,GND,
V0652,75894b6b-213b-43c9-8799-da8c2a689d4e,54.0,64.599999,54.0,-64.599999,0.2,0.45,CS_DRV8316,
V0653,e85a26bd-293a-4dc8-9c8c-36c582474206,54.0,69.5,54.0,-69.5,0.2,0.45,MOTOR_SPI_SCLK,
V0654,80910062-1bbd-494a-a6b9-0a334b2d57ae,54.0,88.225,54.0,-88.225,0.3,0.6,GND,
V0655,d4c32c9c-1517-4d31-833a-2d46bde63bd0,54.0,89.775,54.0,-89.775,0.3,0.6,MCU_EN,
V0656,ae7b093f-1f04-4d41-8abf-320ae0e58aa0,54.0,93.7,54.0,-93.7,0.3,0.6,ACT_DRIVE_EN,TP13.1@B.Cu
V0657,c8089d71-f419-431d-82b6-24e69f5dc9bb,54.05,24.7,54.05,-24.7,0.2,0.45,CC_OUT2,U11.8@F.Cu
V0658,89c9b99c-1e4c-4343-a0b9-2290836b8fbb,54.2,24.1,54.2,-24.1,0.3,0.6,CC_OUT2,
V0659,3dea7c6f-1768-4b53-998c-f9658e37bd6c,54.25,61.7,54.25,-61.7,0.2,0.45,ENC_MISO_LOCAL,
V0660,b2e91f4c-c6c2-4be9-8c83-6fce8264591f,54.3,85.5,54.3,-85.5,0.3,0.6,GND,
V0661,554c381e-802d-488c-8fc4-b927e2e450b1,54.3,99.8,54.3,-99.8,0.3,0.6,ARM_VALID,
V0662,bcd98f56-e115-4ec0-873a-c0181979a8f6,54.3235,65.8074,54.3235,-65.8074,0.2,0.45,GND,
V0663,aa51589a-24e3-4c48-9a01-d1391af9d4a7,54.4,59.7,54.4,-59.7,0.3,0.6,GND,
V0664,0d2027f7-7fa4-4141-ab9a-49f9d9ced48f,54.5,72.9,54.5,-72.9,0.2,0.45,MOTOR_SPI_MISO,
V0665,48512bd1-40dc-4612-9371-60713baaa95a,54.5,73.7,54.5,-73.7,0.2,0.45,GND,
V0666,4b1732f1-cd1f-4fb7-94a4-8b1853bf668f,54.6,22.45,54.6,-22.45,0.3,0.6,+3V3,
V0667,1935e830-158f-4279-9c5d-98e545130262,54.6,25.2,54.6,-25.2,0.3,0.6,CC_OUT1,
V0668,3f75f79d-b687-446c-a97e-c1b3f63fa394,54.675,32.0,54.675,-32.0,0.3,0.6,+3V3,
V0669,b030ed44-d5d5-4f78-b755-775ce4fb2ab2,54.7,98.5,54.7,-98.5,0.3,0.6,GND,
V0670,0dd80d3c-8cf0-4cb2-9edb-64c64f0c6e99,54.85,52.5,54.85,-52.5,0.3,0.6,MCU_EN,
V0671,2377a716-5628-428c-bbb8-cc4f5d575aad,54.95,60.1,54.95,-60.1,0.2,0.45,ACT_VMON,
V0672,f681cbc7-f923-40d3-bde4-8b0dc235ded8,55.0161,49.4661,55.0161,-49.4661,0.2,0.45,GND,C36.2@F.Cu
V0673,21e949f1-a4db-4f3c-842f-30528b21a58b,55.05,41.2,55.05,-41.2,0.3,0.6,GND,
V0674,56c0d873-d46e-4487-aa71-b0e57b2b7309,55.1,68.2,55.1,-68.2,0.3,0.6,MCU_EN,
V0675,3c245b35-1a33-48c3-a1a9-b2bdf1973d3c,55.1,97.6,55.1,-97.6,0.3,0.6,GND,
V0676,36cff345-c599-4bc0-9222-4a0ff6ca9cbe,55.15,94.3,55.15,-94.3,0.2,0.45,BTN_R_IN1,U18.3@F.Cu
V0677,eabf5327-0384-4487-b07b-6b72c861c4b1,55.2,24.55,55.2,-24.55,0.3,0.6,CC_OUT2,
V0678,3090e9f1-07f8-4b38-b62b-499283820649,55.2,91.5,55.2,-91.5,0.3,0.6,GND,
V0679,628f5bfb-a2c9-4dc0-bf1a-9d0038dde243,55.25,22.7,55.25,-22.7,0.2,0.45,PWR_5V,
V0680,ecd019dc-848d-4fb1-b3d6-783ba803257a,55.3,84.5,55.3,-84.5,0.3,0.6,MCU_EN,
V0681,d551399d-b7d5-4296-9687-2ebce9897159,55.3343,55.5343,55.3343,-55.5343,0.2,0.45,GND,
V0682,a5358445-bf2c-47d5-83ff-0ef6e6e21fa5,55.35,57.45,55.35,-57.45,0.2,0.45,ACT_VMON,
V0683,9b6be9e9-c694-4dc9-86d1-62f201b6d561,55.6,38.65,55.6,-38.65,0.2,0.45,VBUS_USB,
V0684,a55485ea-5f8a-45fa-b473-27c606cfb24a,55.6,82.45,55.6,-82.45,0.2,0.45,IMU_PIN9,
V0685,d634b677-4a33-47c9-8b3d-d328016ac124,55.7,100.75,55.7,-100.75,0.2,0.45,ACT_HEARTBEAT,
V0686,5d20425e-cac9-457c-aaeb-7fd43bf30e17,55.75,69.8,55.75,-69.8,0.3,0.6,GND,
V0687,54a1bc82-7495-4a6f-9923-247d2dd24ec5,55.75,92.05,55.75,-92.05,0.3,0.6,ACT_DRIVE_EN,
V0688,1947bda0-43b8-4afc-bfa3-00defb357f4a,55.9,50.35,55.9,-50.35,0.2,0.45,ACT_VMON,
V0689,ea3568b2-e872-4420-9518-3665bd0b9962,55.9,56.1,55.9,-56.1,0.2,0.45,ACT_VMON,
V0690,dddb3fe4-1ce9-4b80-9816-74f448bb8c98,56.0,43.35,56.0,-43.35,0.3,0.6,GND,
V0691,b5ddf8b8-5053-4479-94ff-44b4feabc3ac,56.0,87.1,56.0,-87.1,0.3,0.6,BTN_R_CMD2,
V0692,46d0c399-0b96-4cd1-b38a-30ad935c3214,56.05,22.45,56.05,-22.45,0.2,0.45,RGB_5V,
V0693,d535ce63-c499-40c9-8ecc-76dd635c536d,56.1,38.35,56.1,-38.35,0.2,0.45,VBUS_USB,
V0694,9f4545a0-08df-425b-9457-dbd7ff53e33a,56.15,58.15,56.15,-58.15,0.3,0.6,MCU_EN,
V0695,234a9d26-d0ec-4633-87a3-764e63f741ee,56.15,90.95,56.15,-90.95,0.2,0.45,WHEEL_PWM_B,
V0696,c1b332d7-d4cb-4727-aa8d-c7260bc91637,56.3,23.6,56.3,-23.6,0.2,0.45,RGB_BUFFER_OUT,
V0697,a9a6fdc8-c24f-45be-aa7a-57bbda0e1726,56.3,102.4,56.3,-102.4,0.3,0.6,GND,
V0698,42c08c80-8faf-4fd0-a575-ace6d60fe86d,56.325,30.3,56.325,-30.3,0.3,0.6,CC_OUT1,
V0699,3a7225d7-db2b-49c5-8c88-33d48f462751,56.4,94.7,56.4,-94.7,0.3,0.6,BTN_R_CMD2,
V0700,6a4ca3f4-9c91-4c1d-afd8-a2dbc418c723,56.45,90.4,56.45,-90.4,0.2,0.45,+3V3,
V0701,db97fe6b-8e90-4006-bb19-c50a83a2d16d,56.6,99.6,56.6,-99.6,0.3,0.6,GND,
V0702,7fa5b921-f4f4-458f-85d0-c62f9155ab5a,56.75,50.3,56.75,-50.3,0.3,0.6,VBUS_PRESENT_N,
V0703,515e7641-31fd-40a8-a488-421f0c29aa71,56.75,69.8,56.75,-69.8,0.3,0.6,GND,
V0704,c10f5b95-14a6-4e8a-b59e-d1bd00b541e9,56.8,75.55,56.8,-75.55,0.2,0.45,OPT_1V9,
V0705,b318d577-1a05-446a-a372-4286f45a4994,56.9,27.9,56.9,-27.9,0.3,0.6,PWR_5V,
V0706,9a9104ba-74af-4e66-be15-ec0b591f4c08,56.9,67.099999,56.9,-67.099999,0.2,0.45,SPI_SCLK,
V0707,5314c71d-5751-486c-b072-2cd53edf0d4d,56.95,63.75,56.95,-63.75,0.2,0.45,CS_ADC2,
V0708,0ee1c960-61d6-40e1-90d9-538f4c7c6987,56.95,83.1,56.95,-83.1,0.2,0.45,IMU_PIN9,
V0709,c0c9ffd2-1f55-4939-ac92-89497821046b,57.05,24.55,57.05,-24.55,0.3,0.6,GND,C1.2@F.Cu
V0710,d4b02b5d-4fdf-4bb3-ad49-34cdcc3a61da,57.15,93.9,57.15,-93.9,0.3,0.6,VBUS_PRESENT_N,
V0711,bbc7abe0-d761-47b2-bfc2-1e286a2dfd04,57.2,83.9,57.2,-83.9,0.2,0.45,VBUS_USB,TP10.1@B.Cu
V0712,402b1df3-0fa1-4855-8a3a-e9543956b5a5,57.2,96.55,57.2,-96.55,0.2,0.45,BTN_R_IN1,
V0713,fc96d307-38be-4cc0-bba5-c5ff3e26b910,57.25,65.349999,57.25,-65.349999,0.2,0.45,DRV_MISO_LOCAL,
V0714,077b4827-6761-4902-985d-4de37b3387f3,57.3,88.55,57.3,-88.55,0.2,0.45,MOTOR_SPI_SCLK,
V0715,b4652abd-9222-4e7c-b35b-4ff837c1e5bc,57.35,90.35,57.35,-90.35,0.3,0.6,ACT_DRIVE_EN,
V0716,954e19aa-8589-4c6b-95c1-e6f3c62a8648,57.45,63.25,57.45,-63.25,0.3,0.6,+3V3,
V0717,d8c05e02-d734-41ff-a23a-98ab0f02667d,57.45,78.85,57.45,-78.85,0.3,0.6,WHEEL_RUN_REQ,TP17.1@B.Cu
V0718,a8c1c23a-b3ab-413d-ae29-7990ceba1b2a,57.5,67.0,57.5,-67.0,0.2,0.45,SPI_MOSI,
V0719,91154577-d78d-46d7-8eff-f29c1c71dfdd,57.5,76.1,57.5,-76.1,0.2,0.45,OPT_3V3,
V0720,d9f2119b-3357-45cb-8bb7-5fd1b4d71d0a,57.55,29.2,57.55,-29.2,0.3,0.6,GND,
V0721,eb7c6d76-cf93-4f88-8e79-f01755bd6bb9,57.55,47.9,57.55,-47.9,0.2,0.45,ENC_MISO_LOCAL,
V0722,f35e4fbf-8c34-420e-a7c5-9f4a488cd61d,57.55,48.7,57.55,-48.7,0.2,0.45,GND,
V0723,99d8f3d1-1ab8-4616-8002-d56be26fa1be,57.6,45.199999,57.6,-45.199999,0.3,0.6,+3V3,
V0724,a11943b9-0c40-45bc-a970-ae4eb6048feb,57.6,50.3,57.6,-50.3,0.3,0.6,+3V3,
V0725,6e93d306-cd2d-4a50-b445-60cdade80b84,57.6,66.349999,57.6,-66.349999,0.2,0.45,CS_DRV8316,
V0726,059aea23-0aee-47f0-afdf-84a4fa36e33a,57.7,62.451,57.7,-62.451,0.2,0.45,GND,
V0727,8c3f7c65-7389-4801-a116-038c4e73b151,57.7,94.5,57.7,-94.5,0.2,0.45,BOOT_SAFE_SPARE,
V0728,9b273ab8-ad4b-4ce4-b1f3-091e0fa9fd58,57.7,101.2,57.7,-101.2,0.3,0.6,ARM_VALID,
V0729,6587a22a-8953-461a-b074-b0cecd71840a,57.75,69.8,57.75,-69.8,0.3,0.6,GND,
V0730,918254f3-fa2a-4c94-9cca-d6885a7975f9,57.75,88.1,57.75,-88.1,0.2,0.45,BOOT,
V0731,98329dab-1d62-44e4-9318-cd429ceb434d,57.8,57.9,57.8,-57.9,0.2,0.45,GND,
V0732,3effddab-e88e-402c-9e8e-033b2197b787,57.9,27.9,57.9,-27.9,0.3,0.6,PWR_5V,
V0733,a29f022e-b288-40b6-ab9e-ac8c885abaeb,58.15,93.4,58.15,-93.4,0.2,0.45,+3V3,
V0734,d0790761-efdd-4df9-b495-e23d7ede45ca,58.2,96.35,58.2,-96.35,0.2,0.45,BTN_R_IN2,
V0735,fcce9e2e-4bd4-49b7-bd78-3896eae6b383,58.4,55.3,58.4,-55.3,0.3,0.6,PWR_5V,
V0736,7ffeda0c-ace7-4011-b4f3-2d6e983ca4ca,58.5,95.3,58.5,-95.3,0.2,0.45,BTN_R_IN1,
V0737,d597ea34-0e8a-4175-998f-e536831888b8,58.6,67.099999,58.6,-67.099999,0.2,0.45,DRV_MISO_LOCAL,
V0738,f7488e81-c1c3-41cf-b647-2fb084937cdd,58.65,91.15,58.65,-91.15,0.2,0.45,MOTOR_SPI_MISO,
V0739,83b58963-94c5-4de4-8b85-5a59b3151384,58.6858,66.0142,58.6858,-66.0142,0.2,0.45,GND,
V0740,a137beda-a6e3-46ba-b63e-1a7f4ad1d9a0,58.7,27.9,58.7,-27.9,0.3,0.6,PWR_5V,
V0741,d55b754b-203f-445e-8c45-d7931ee57a1e,58.75,65.4,58.75,-65.4,0.2,0.45,CS_ADC2,
V0742,2291c970-907c-41d9-a068-ca64c7b6a414,58.75,69.8,58.75,-69.8,0.3,0.6,GND,
V0743,be4afe15-8c3d-4140-b044-624fafebdb35,58.75,83.95,58.75,-83.95,0.2,0.45,CC_OUT1,
V0744,ed55e5a4-72e8-4c4d-99a5-b71ec827a2a8,58.891,86.959,58.891,-86.959,0.2,0.45,GND,
V0745,48f79afa-fd6b-4368-b0b0-c575ad5efadf,59.05,59.15,59.05,-59.15,0.2,0.45,ACT_5V,C40.1@F.Cu
V0746,a2ac764d-7c00-4968-b359-20faafded906,59.1,57.3,59.1,-57.3,0.3,0.6,ACT_OVLO,
V0747,0dafe7d9-4f81-4479-a5f2-15bd2c9abf27,59.2,87.75,59.2,-87.75,0.2,0.45,WHEEL_PWM_B,
V0748,f207cf0e-d4cb-4c4f-9a59-6b5d03976b0a,59.2157,91.7157,59.2157,-91.7157,0.2,0.45,GND,
V0749,0ed31fd9-45df-41d9-92f1-1e06cd9bbbce,59.25,67.099999,59.25,-67.099999,0.2,0.45,DRV_MISO_LOCAL,
V0750,08f5bc1c-30cc-4609-8a09-1cdd781378c6,59.35,56.05,59.35,-56.05,0.3,0.6,ACT_UVLO,
V0751,51628b4c-3e3f-4fda-8da2-b946f0b9ca4b,59.4,63.7,59.4,-63.7,0.3,0.6,ACT_5V,
V0752,9749f44e-9c82-450f-9e66-f5a1daf71aab,59.4,99.6,59.4,-99.6,0.3,0.6,+3V3,
V0753,76109bfe-d6d2-40a8-ad9f-5ed43d55a3e0,59.45,66.099999,59.45,-66.099999,0.2,0.45,WHEEL_PWM_C,
V0754,d6012352-4fa0-402e-b175-1053eb8323e3,59.5,23.8,59.5,-23.8,0.3,0.6,GND,
V0755,c26cb6d7-cc6a-45e3-b444-7696ef539762,59.6,88.8,59.6,-88.8,0.2,0.45,MCU_EN,
V0756,42585936-c501-4d78-a622-3aaadb0000e8,59.6,93.2,59.6,-93.2,0.3,0.6,+3V3,
V0757,5cdd8380-ee4e-4e6b-8c01-cc6c6e2e7458,59.65,102.35,59.65,-102.35,0.3,0.6,ACT_PERMIT,
V0758,163332fd-d975-4155-9616-7a8204ea8c64,59.7,61.1,59.7,-61.1,0.3,0.6,ACT_5V,
V0759,5bb4d30f-7afd-40f9-94fd-84d0f44a41b2,59.7,94.0,59.7,-94.0,0.3,0.6,GND,
V0760,5f99ddb6-4216-4a5e-9123-3a24c9128cd2,59.75,69.8,59.75,-69.8,0.3,0.6,GND,
V0761,e99653f7-be97-4feb-8fac-ef9b2ed8ab26,59.8,97.35,59.8,-97.35,0.2,0.45,BTN_R_CMD1,
V0762,1bb12aad-505d-4d0f-aa2d-61682cb98445,59.95,67.099999,59.95,-67.099999,0.2,0.45,MOTOR_SPI_SCLK,
V0763,8c686914-cf21-4f6d-a8ba-94e8e17063a1,60.1,43.3,60.1,-43.3,0.3,0.6,GND,
V0764,be48f823-d895-45d6-ac70-6641ec7e9356,60.1,46.8,60.1,-46.8,0.3,0.6,GND,
V0765,b6d99189-17e1-4b6f-bfed-1674aef6a741,60.1,64.599999,60.1,-64.599999,0.2,0.45,ADC2_MISO_LOCAL,
V0766,5b803592-9343-4fd5-bc45-cf4044252083,60.2,78.6,60.2,-78.6,0.2,0.45,MOTOR_SPI_MISO,
V0767,f81038eb-20f5-4604-a345-843af6815760,60.5,24.65,60.5,-24.65,0.3,0.6,GND,
V0768,f16e4fe3-092c-4dbd-9b3c-b191fc8983ee,60.5,27.5,60.5,-27.5,0.3,0.6,GND,
V0769,a3072412-d36a-47e5-8a22-4333337e95cf,60.5,61.9,60.5,-61.9,0.3,0.6,ACT_5V,
V0770,853bdc8d-2b6b-4309-94e6-21609744bec8,60.6,103.4,60.6,-103.4,0.3,0.6,+3V3,
V0771,c308def1-6c0d-4074-beaf-00f60cdfcac4,60.7,79.8,60.7,-79.8,0.2,0.45,+3V3,
V0772,560f619e-b5df-40ad-865a-ee717d454461,60.75,69.8,60.75,-69.8,0.3,0.6,GND,
V0773,486dc0e5-0fbc-42dc-9724-f0ec0c650659,60.775,41.5,60.775,-41.5,0.2,0.45,GND,C18.2@F.Cu
V0774,d90f3560-59c8-443a-a5f2-bc627e5bb87f,60.8,42.4,60.8,-42.4,0.2,0.45,ENC_MISO_LOCAL,
V0775,1c233163-30c6-4640-90f7-04c413721b61,60.8,43.35,60.8,-43.35,0.2,0.45,VBUS_USB,
V0776,46539b63-d474-4f33-b2aa-7e75e102125c,60.85,96.95,60.85,-96.95,0.2,0.45,HALL_EN,U18.8@F.Cu
V0777,19b4dade-809e-4249-8dda-993380865669,60.95,67.099999,60.95,-67.099999,0.2,0.45,MOTOR_SPI_MOSI,
V0778,e53f5239-0dba-4e00-b3c7-d4745d27de91,61.0,28.0,61.0,-28.0,0.3,0.6,GND,
V0779,883fff30-79b3-48f6-98fa-aa63802a9ccb,61.0,78.6,61.0,-78.6,0.2,0.45,GND,
V0780,9cad885b-f04f-4225-aec1-60d8a2192414,61.1,50.1,61.1,-50.1,0.2,0.45,BTN_R_VREF,
V0781,b94f08a0-01aa-45a6-812e-cf9be6aa2e99,61.15,52.4,61.15,-52.4,0.3,0.6,GND,
V0782,e0dbde29-e988-4a6c-a99b-bead6a29b352,61.15,55.3,61.15,-55.3,0.2,0.45,PWR_5V,C89.1@F.Cu
V0783,48cdd078-12d4-4966-ae68-a80d923d9366,61.15,60.95,61.15,-60.95,0.3,0.6,GND,
V0784,bf5847b5-d646-485a-9a2c-f3e3b6b55478,61.15,84.9,61.15,-84.9,0.2,0.45,GND,SW1.2@F.Cu
V0785,656080e6-6afe-45ec-988c-39bf1c481b8f,61.15,89.1,61.15,-89.1,0.2,0.45,GND,SW2.2@F.Cu
